Image,SSBI,Rainfall
cloudy247.jpg,-0.4904,0
cloudy248.jpg,-0.5397,0
cloudy249.jpg,-0.5346,0
cloudy251.jpg,-0.5116,0
cloudy254.jpg,-0.2914,0
cloudy255.jpg,-0.4951,0
cloudy256.jpg,-0.7491,0
cloudy257.jpg,-0.3895,0
cloudy258.jpg,-0.6854,0
cloudy259.jpg,-0.4214,0
cloudy26.jpg,-0.2729,0
cloudy260.jpg,-0.5006,0
cloudy261.jpg,-0.2914,0
cloudy262.jpg,-0.7537,0
cloudy263.jpg,-0.4796,0
cloudy264.jpg,-0.6624,0
cloudy266.jpg,-0.7263,0
cloudy267.jpg,-0.5579,0
cloudy268.jpg,-0.5762,0
cloudy269.jpg,-0.6535,0
cloudy27.jpg,-0.8583,0
cloudy270.jpg,-0.4304,0
cloudy271.jpg,-0.5625,0
cloudy140.jpg,-0.7491,0
cloudy273.jpg,-0.5914,0
cloudy274.jpg,-0.2783,0
cloudy275.jpg,-0.4987,0
cloudy276.jpg,-0.9175,0
cloudy277.jpg,-0.4395,0
cloudy278.jpg,-0.5205,0
cloudy28.jpg,-0.6261,0
cloudy280.jpg,-0.4924,0
cloudy281.jpg,-0.4396,0
cloudy282.jpg,-0.6217,0
cloudy283.jpg,-0.7036,0
cloudy284.jpg,-0.4396,0
cloudy285.jpg,-0.6399,0
cloudy288.jpg,-0.3513,0
cloudy289.jpg,-0.4016,0
cloudy29.jpg,-0.7491,0
cloudy290.jpg,-0.2892,0
cloudy291.jpg,-0.4916,0
cloudy292.jpg,-0.6562,0
cloudy293.jpg,-0.4978,0
cloudy294.jpg,-0.9585,0
cloudy296.jpg,-0.5397,0
cloudy297.jpg,-0.8856,0
cloudy298.jpg,-0.8083,0
cloudy299.jpg,-0.4326,0
cloudy3.jpg,-0.2584,0
cloudy30.jpg,-0.4988,0
cloudy31.jpg,-0.4898,0
cloudy32.jpg,-0.3924,0
cloudy33.jpg,-0.5243,0
cloudy34.jpg,-0.4306,0
cloudy35.jpg,-0.7172,0
cloudy36.jpg,-0.5033,0
cloudy37.jpg,-0.9113,0
cloudy38.jpg,-0.7992,0
cloudy39.jpg,-0.8219,0
cloudy4.jpg,-0.4086,0
cloudy40.jpg,-0.7491,0
cloudy41.jpg,-0.6854,0
cloudy44.jpg,-0.7901,0
cloudy47.jpg,-0.8538,0
cloudy48.jpg,-0.4905,0
cloudy49.jpg,-0.8447,0
cloudy5.jpg,-0.4323,0
cloudy50.jpg,-0.7491,0
cloudy51.jpg,-0.9312,0
cloudy52.jpg,-0.7855,0
cloudy53.jpg,-0.9039,0
cloudy55.jpg,-0.8265,0
cloudy56.jpg,-0.6278,0
cloudy57.jpg,-0.7673,0
cloudy58.jpg,-0.8265,0
cloudy59.jpg,-0.8037,0
cloudy60.jpg,-0.8083,0
cloudy61.jpg,-0.8037,0
cloudy62.jpg,-0.9585,0
cloudy63.jpg,-0.8856,0
cloudy64.jpg,-0.9221,0
cloudy66.jpg,-0.9312,0
cloudy67.jpg,-0.9403,0
cloudy68.jpg,-0.8902,0
cloudy69.jpg,-0.9175,0
cloudy70.jpg,-0.9221,0
cloudy71.jpg,-0.9266,0
cloudy72.jpg,-0.4951,0
cloudy73.jpg,-0.4442,0
cloudy74.jpg,-0.8447,0
cloudy76.jpg,-0.7719,0
cloudy8.jpg,-0.7491,0
cloudy80.jpg,-0.5215,0
cloudy82.jpg,-0.8111,0
cloudy83.jpg,-0.7446,0
cloudy84.jpg,-0.3984,0
cloudy85.jpg,-0.3911,0
cloudy86.jpg,-0.3966,0
cloudy87.jpg,-0.0754,0
cloudy88.jpg,-0.6444,0
cloudy89.jpg,-0.3794,0
cloudy9.jpg,-0.7036,0
cloudy90.jpg,-0.0982,0
cloudy93.jpg,-0.831,0
cloudy98.jpg,0.0519,0
cloudy99.jpg,-0.2831,0
cloudy_00000.jpg,-0.3085,0
cloudy_00004.jpg,-0.2285,0
cloudy_00009.jpg,-0.3849,0
cloudy_00012.jpg,-0.1503,0
cloudy_00014.jpg,-0.2414,0
cloudy_00018.jpg,-0.3031,0
cloudy_00022.jpg,-0.3076,0
cloudy_00025.jpg,-0.1985,0
cloudy_00033.jpg,-0.3576,0
cloudy_00047.jpg,-0.3831,0
cloudy_00049.jpg,-0.3485,0
cloudy_00050.jpg,-0.3485,0
cloudy_00052.jpg,-0.3114,0
cloudy_00057.jpg,-0.3513,0
cloudy_00058.jpg,-0.2809,0
cloudy_00060.jpg,-0.3185,0
cloudy_00061.jpg,-0.3576,0
cloudy_00068.jpg,-0.3094,0
cloudy_00070.jpg,-0.3844,0
cloudy_00076.jpg,-0.2893,0
cloudy_00078.jpg,-0.3822,0
cloudy_00085.jpg,-0.3776,0
cloudy_00088.jpg,-0.3036,0
cloudy_00089.jpg,-0.1327,0
cloudy_00090.jpg,-0.1709,0
cloudy_00093.jpg,-0.0955,0
cloudy_00102.jpg,-0.3058,0
cloudy_00105.jpg,-0.3594,0
cloudy_00107.jpg,-0.0736,0
cloudy_00123.jpg,-0.3176,0
cloudy_00125.jpg,-0.3785,0
cloudy_00126.jpg,-0.2803,0
cloudy_00127.jpg,-0.3514,0
cloudy_00134.jpg,-0.3558,0
cloudy_00135.jpg,-0.3067,0
cloudy_00138.jpg,-0.3395,0
cloudy_00140.jpg,-0.4511,0
cloudy_00143.jpg,-0.1639,0
cloudy_00144.jpg,-0.3877,0
cloudy_00148.jpg,-0.3167,0
cloudy_00149.jpg,-0.1539,0
cloudy_00151.jpg,-0.3169,0
cloudy_00153.jpg,-0.3076,0
cloudy_00155.jpg,-0.1784,0
cloudy_00163.jpg,-0.1539,0
cloudy_00165.jpg,-0.2938,0
cloudy_00167.jpg,-0.1748,0
cloudy_00169.jpg,-0.1557,0
cloudy_00171.jpg,-0.1029,0
cloudy_00172.jpg,-0.1029,0
cloudy_00175.jpg,-0.3713,0
cloudy_00191.jpg,-0.1339,0
cloudy_00193.jpg,-0.4032,0
cloudy_00194.jpg,-0.2393,0
cloudy_00195.jpg,-0.3357,0
cloudy_00203.jpg,-0.3658,0
cloudy_00204.jpg,-0.3049,0
cloudy_00205.jpg,-0.3785,0
cloudy_00207.jpg,-0.3122,0
cloudy_00212.jpg,-0.2741,0
cloudy_00214.jpg,-0.3722,0
cloudy_00220.jpg,-0.3722,0
cloudy_00221.jpg,-0.4077,0
cloudy_00223.jpg,0.2012,0
cloudy_00240.jpg,-0.2031,0
cloudy_00241.jpg,-0.4032,0
cloudy_00252.jpg,-0.3923,0
cloudy_00256.jpg,-0.4032,0
cloudy_00259.jpg,-0.1804,0
cloudy_00260.jpg,-0.3806,0
cloudy_00263.jpg,-0.0391,0
cloudy_00264.jpg,-0.3014,0
cloudy_00266.jpg,-0.3916,0
cloudy_00271.jpg,-0.1831,0
cloudy_00274.jpg,-0.6535,0
cloudy_00275.jpg,-0.3806,0
cloudy_00277.jpg,-0.3485,0
cloudy_00285.jpg,-0.3394,0
cloudy_00286.jpg,-0.3794,0
cloudy_00290.jpg,-0.1229,0
cloudy_00291.jpg,-0.3085,0
cloudy_00293.jpg,-0.3167,0
cloudy_00304.jpg,-0.4044,0
cloudy_00305.jpg,-0.3576,0
cloudy_00307.jpg,-0.1175,0
cloudy_00308.jpg,-0.3249,0
cloudy_00316.jpg,-0.3204,0
cloudy_00320.jpg,-0.3644,0
cloudy_00321.jpg,-0.4177,0
cloudy_00323.jpg,-0.3815,0
cloudy_00324.jpg,-0.3937,0
cloudy_00327.jpg,-0.3231,0
cloudy_00328.jpg,-0.1457,0
cloudy_00329.jpg,-0.2739,0
cloudy_00330.jpg,-0.1257,0
cloudy_00332.jpg,-0.3254,0
cloudy_00334.jpg,-0.0646,0
cloudy_00335.jpg,-0.4086,0
cloudy_00343.jpg,-0.1129,0
cloudy_00355.jpg,-0.3885,0
cloudy_00357.jpg,0.3205,0
cloudy_00361.jpg,-0.3704,0
cloudy_00362.jpg,-0.2814,0
cloudy_00364.jpg,-0.3869,0
cloudy_00365.jpg,-0.3989,0
cloudy_00372.jpg,-0.3118,0
cloudy_00375.jpg,-0.3777,0
cloudy_00378.jpg,-0.1539,0
cloudy_00383.jpg,-0.2654,0
cloudy_00384.jpg,-0.3558,0
cloudy_00394.jpg,-0.3994,0
cloudy_00395.jpg,-0.5079,0
cloudy_00404.jpg,-0.3794,0
cloudy_00412.jpg,-0.3986,0
cloudy_00423.jpg,-0.3731,0
cloudy_00425.jpg,-0.2553,0
cloudy_00427.jpg,-0.0773,0
cloudy_00430.jpg,-0.3076,0
cloudy_00440.jpg,-0.3776,0
cloudy_00442.jpg,-0.1494,0
cloudy_00446.jpg,-0.3149,0
cloudy_00462.jpg,-0.1175,0
cloudy_00463.jpg,-0.3085,0
cloudy_00465.jpg,-0.3476,0
cloudy_00468.jpg,-0.385,0
cloudy_00478.jpg,-0.0445,0
cloudy_00479.jpg,-0.4735,0
cloudy_00486.jpg,-0.3613,0
cloudy_00493.jpg,-0.3114,0
cloudy_00499.jpg,-0.3732,0
cloudy_00504.jpg,-0.3494,0
cloudy_00505.jpg,-0.1212,0
cloudy_00506.jpg,0.5071,0
cloudy_00510.jpg,-0.4906,0
cloudy_00514.jpg,-0.3031,0
cloudy_00519.jpg,-0.1129,0
cloudy_00522.jpg,0.0383,0
cloudy_00523.jpg,-0.2429,0
cloudy_00529.jpg,-0.4132,0
cloudy_00531.jpg,-0.4032,0
cloudy_00541.jpg,-0.4632,0
cloudy_00542.jpg,-0.3076,0
cloudy_00544.jpg,-0.3031,0
cloudy_00546.jpg,-0.3884,0
cloudy_00547.jpg,-0.3503,0
cloudy_00551.jpg,-0.3032,0
cloudy_00553.jpg,-0.3631,0
cloudy_00554.jpg,-0.3885,0
cloudy_00559.jpg,-0.1529,0
cloudy_00567.jpg,-0.3631,0
cloudy_00571.jpg,-0.3332,0
cloudy_00574.jpg,-0.3946,0
cloudy_00599.jpg,-0.4528,0
cloudy_00601.jpg,-0.3233,0
cloudy_00606.jpg,-0.1275,0
cloudy_00609.jpg,-0.1402,0
cloudy_00610.jpg,-0.2849,0
cloudy_00611.jpg,-0.3714,0
cloudy_00619.jpg,-0.3167,0
cloudy_00633.jpg,-0.3514,0
cloudy_00646.jpg,-0.4016,0
cloudy_00653.jpg,-0.2929,0
cloudy_00654.jpg,-0.0984,0
cloudy_00655.jpg,-0.0773,0
cloudy_00659.jpg,-0.3767,0
cloudy_00687.jpg,-0.3479,0
cloudy_00688.jpg,-0.3694,0
cloudy_00694.jpg,-0.3804,0
cloudy_00700.jpg,-0.3704,0
cloudy_00705.jpg,-0.3313,0
cloudy_00740.jpg,-0.3977,0
cloudy_00749.jpg,-0.1275,0
cloudy_00765.jpg,-0.3213,0
cloudy_00766.jpg,-0.1894,0
cloudy_00801.jpg,-0.3632,0
cloudy_00802.jpg,-0.2347,0
cloudy_00804.jpg,-0.4115,0
cloudy_00807.jpg,0.3341,0
cloudy_00832.jpg,-0.4177,0
cloudy_00834.jpg,-0.3777,0
cloudy_00852.jpg,-0.2483,0
cloudy_00855.jpg,-0.2685,0
cloudy_00870.jpg,-0.1229,0
cloudy_00883.jpg,-0.3767,0
cloudy_00893.jpg,-0.0254,0
cloudy_00894.jpg,-0.2823,0
cloudy_00896.jpg,-0.0937,0
cloudy_00903.jpg,-0.4241,0
cloudy_00904.jpg,-0.3123,0
cloudy_00913.jpg,-0.2902,0
cloudy_00919.jpg,-0.2992,0
cloudy_00922.jpg,-0.3933,0
cloudy_00967.jpg,-0.5579,0
cloudy_00971.jpg,-0.2483,0
cloudy_00986.jpg,-0.3914,0
cloudy_01000.jpg,-0.3542,0
cloudy_01007.jpg,-0.5029,0
cloudy_01011.jpg,-0.4574,0
cloudy_01020.jpg,-0.3484,0
cloudy_01022.jpg,-0.4077,0
cloudy_01029.jpg,-0.3765,0
cloudy_01031.jpg,-0.3895,0
cloudy_01048.jpg,-0.2953,0
cloudy_01601.jpg,-0.9084,0
cloudy_01604.jpg,-0.4356,0
cloudy_01613.jpg,-0.4902,0
cloudy_01616.jpg,-0.3576,0
cloudy_01641.jpg,-0.4578,0
cloudy_01651.jpg,-0.1174,0
cloudy_01661.jpg,-0.2348,0
cloudy_01664.jpg,-0.5625,0
cloudy_01668.jpg,-0.3304,0
cloudy_01675.jpg,-0.3029,0
cloudy_01680.jpg,-0.294,0
cloudy_01685.jpg,-0.3702,0
cloudy_01702.jpg,-0.2939,0
cloudy_01714.jpg,-0.4038,0
cloudy_01717.jpg,-0.3094,0
cloudy_01725.jpg,-0.3711,0
cloudy_01727.jpg,-0.3402,0
cloudy_01732.jpg,-0.2329,0
cloudy_01733.jpg,-0.3229,0
cloudy_01736.jpg,-0.2909,0
cloudy_01739.jpg,-0.2894,0
cloudy_01740.jpg,-0.0454,0
cloudy_01786.jpg,-0.4202,0
cloudy_01791.jpg,-0.3439,0
cloudy_01792.jpg,-0.3356,0
cloudy_01794.jpg,-0.3304,0
cloudy_01796.jpg,-0.3694,0
cloudy_01797.jpg,-0.2912,0
cloudy_01801.jpg,-0.781,0
cloudy_01807.jpg,-0.3513,0
cloudy_01810.jpg,-0.3183,0
cloudy_01830.jpg,-0.4093,0
cloudy_01833.jpg,-0.4702,0
cloudy_01834.jpg,-0.3765,0
cloudy_01848.jpg,-0.4111,0
cloudy_01864.jpg,-0.3577,0
cloudy_01874.jpg,-0.3847,0
cloudy_01883.jpg,-0.2953,0
cloudy_01885.jpg,-0.3531,0
cloudy_01889.jpg,-0.3304,0
cloudy_01928.jpg,-0.4214,0
cloudy_01995.jpg,-0.3349,0
cloudy_01997.jpg,-0.3711,0
cloudy_02002.jpg,-0.5093,0
cloudy_02018.jpg,-0.6717,0
cloudy_02034.jpg,-0.3802,0
cloudy_02040.jpg,-0.3576,0
cloudy_02049.jpg,-0.294,0
cloudy_02062.jpg,-0.3738,0
cloudy_02087.jpg,-0.5443,0
cloudy_02111.jpg,-0.4638,0
cloudy_02115.jpg,-0.4123,0
cloudy_02120.jpg,-0.3656,0
cloudy_02127.jpg,-0.426,0
cloudy_02132.jpg,-0.3895,0
cloudy_02147.jpg,-0.3941,0
cloudy_02149.jpg,-0.3622,0
cloudy_02152.jpg,-0.7172,0
cloudy_02171.jpg,-0.3938,0
cloudy_02174.jpg,-0.4211,0
cloudy_02181.jpg,-0.1574,0
cloudy_02188.jpg,-0.3738,0
cloudy_02206.jpg,-0.5944,0
cloudy_02207.jpg,-0.3712,0
cloudy_02221.jpg,-0.0929,0
cloudy_02247.jpg,-0.3941,0
cloudy_02257.jpg,-0.3031,0
cloudy_02258.jpg,-0.2967,0
cloudy_02309.jpg,-0.4169,0
cloudy_02326.jpg,-0.4715,0
cloudy_02329.jpg,-0.3622,0
cloudy_02331.jpg,-0.7263,0
cloudy_02333.jpg,-0.3066,0
cloudy_02362.jpg,-0.3512,0
cloudy_02363.jpg,-0.3711,0
cloudy_02393.jpg,-0.5306,0
cloudy_02411.jpg,0.3569,0
cloudy_02418.jpg,-0.3458,0
cloudy_02442.jpg,-0.2902,0
cloudy_02457.jpg,-0.6535,0
cloudy_02464.jpg,-0.5762,0
cloudy_02519.jpg,-0.3986,0
cloudy_02560.jpg,-0.4138,0
cloudy_02561.jpg,-0.3611,0
cloudy_02586.jpg,-0.2211,0
cloudy_02587.jpg,-0.4032,0
cloudy_02588.jpg,-0.4093,0
cloudy_02621.jpg,-0.4351,0
cloudy_02668.jpg,-0.3304,0
cloudy_02680.jpg,-0.4567,0
cloudy_02700.jpg,-0.5038,0
cloudy_02724.jpg,-0.3511,0
cloudy_02727.jpg,-0.1929,0
cloudy_02728.jpg,-0.3892,0
cloudy_02746.jpg,-0.2853,0
cloudy_02811.jpg,-0.2911,0
cloudy_02823.jpg,-0.3665,0
cloudy_02848.jpg,-0.385,0
cloudy_02851.jpg,-0.385,0
cloudy_02862.jpg,-0.3711,0
cloudy_02866.jpg,-0.1802,0
cloudy_02879.jpg,-0.4013,0
cloudy_02893.jpg,-0.4256,0
cloudy_02917.jpg,0.0519,0
cloudy_02925.jpg,-0.3829,0
cloudy_02929.jpg,0.407,0
cloudy_02941.jpg,-0.3802,0
cloudy_02954.jpg,-0.3621,0
cloudy_02976.jpg,-0.3122,0
cloudy_03006.jpg,-0.3486,0
cloudy_03054.jpg,-0.3076,0
cloudy_03071.jpg,-0.3602,0
cloudy_03114.jpg,-0.3802,0
cloudy_03124.jpg,-0.3612,0
cloudy_03153.jpg,-0.4056,0
cloudy_03163.jpg,-0.5807,0
cloudy_03171.jpg,-0.4396,0
cloudy_03253.jpg,-0.3802,0
cloudy_03270.jpg,-0.4578,0
cloudy_03279.jpg,-0.3765,0
cloudy_03286.jpg,-0.1074,0
cloudy_03306.jpg,-0.3711,0
cloudy_03344.jpg,-0.4351,0
cloudy_03422.jpg,-0.3804,0
cloudy_03450.jpg,-0.3031,0
cloudy_03451.jpg,-0.3349,0
cloudy_03459.jpg,-0.5094,0
cloudy_03477.jpg,-0.3304,0
cloudy_03484.jpg,-0.3893,0
cloudy_03486.jpg,-0.3894,0
cloudy_03488.jpg,-0.4624,0
cloudy_03492.jpg,-0.4156,0
cloudy_03519.jpg,-0.2712,0
cloudy_03521.jpg,-0.4493,0
cloudy_03545.jpg,-0.3758,0
cloudy_03555.jpg,-0.3938,0
cloudy_03556.jpg,-0.4351,0
cloudy_03564.jpg,-0.3804,0
cloudy_03574.jpg,-0.3668,0
cloudy_03583.jpg,-0.4669,0
cloudy_03588.jpg,-0.4047,0
cloudy_03603.jpg,-0.3911,0
cloudy_03659.jpg,-0.3711,0
cloudy_03673.jpg,-0.3653,0
cloudy_03692.jpg,-0.3584,0
cloudy_03717.jpg,-0.517,0
cloudy_03791.jpg,-0.4749,0
cloudy_03794.jpg,-0.3856,0
cloudy_03795.jpg,-0.3529,0
cloudy_03846.jpg,-0.3765,0
cloudy_03890.jpg,-0.2911,0
cloudy_03906.jpg,-0.3531,0
cloudy_03911.jpg,-0.3583,0
cloudy_03925.jpg,-0.3729,0
cloudy_03936.jpg,-0.385,0
cloudy_03937.jpg,-0.3213,0
cloudy_03940.jpg,-0.0573,0
cloudy_03941.jpg,-0.344,0
cloudy_03948.jpg,-0.2839,0
cloudy_03958.jpg,-0.3031,0
cloudy_03965.jpg,-0.3213,0
cloudy_04027.jpg,-0.3349,0
cloudy_04032.jpg,-0.3349,0
cloudy_04033.jpg,-0.3486,0
cloudy_04037.jpg,-0.0763,0
cloudy_04039.jpg,-0.5261,0
cloudy_04040.jpg,-0.4214,0
cloudy_04043.jpg,-0.2948,0
cloudy_04044.jpg,-0.3713,0
cloudy_04064.jpg,-0.3553,0
cloudy_04080.jpg,-0.3486,0
cloudy_04085.jpg,-0.3365,0
cloudy_04097.jpg,-0.3665,0
cloudy_04104.jpg,-0.3895,0
cloudy_04115.jpg,-0.3756,0
cloudy_04116.jpg,-0.4138,0
cloudy_04118.jpg,-0.4584,0
cloudy_04143.jpg,-0.3713,0
cloudy_04164.jpg,-0.3122,0
cloudy_04165.jpg,0.0155,0
cloudy_04170.jpg,-0.2257,0
cloudy_04171.jpg,-0.3941,0
cloudy_04208.jpg,-0.3531,0
cloudy_04212.jpg,-0.3756,0
cloudy_04229.jpg,-0.3031,0
cloudy_04238.jpg,-0.0363,0
cloudy_04242.jpg,-0.5014,0
cloudy_04273.jpg,-0.4138,0
cloudy_04287.jpg,-0.2593,0
cloudy_04301.jpg,-0.4102,0
cloudy_04317.jpg,-0.2953,0
cloudy_04318.jpg,-0.913,0
cloudy_04332.jpg,-0.3531,0
cloudy_04339.jpg,-0.3662,0
cloudy_04350.jpg,-0.2348,0
cloudy_04368.jpg,-0.0209,0
cloudy_04369.jpg,-0.1528,0
cloudy_04371.jpg,-0.2702,0
cloudy_04373.jpg,-0.3531,0
cloudy_04389.jpg,-0.3713,0
cloudy_04392.jpg,-0.3577,0
cloudy_04427.jpg,-0.3711,0
cloudy_04429.jpg,-0.3711,0
cloudy_04445.jpg,-0.3941,0
cloudy_04450.jpg,-0.3531,0
cloudy_04452.jpg,-0.3956,0
cloudy_04454.jpg,-0.3586,0
cloudy_04460.jpg,-0.3622,0
cloudy_04478.jpg,-0.3665,0
cloudy_04486.jpg,0.3478,0
cloudy_04492.jpg,-0.2712,0
cloudy_04515.jpg,-0.3759,0
cloudy_04527.jpg,-0.3665,0
cloudy_04562.jpg,-0.4056,0
cloudy_04564.jpg,-0.8538,0
cloudy_04572.jpg,-0.3756,0
cloudy_04582.jpg,-0.3538,0
cloudy_04587.jpg,-0.3538,0
cloudy_04598.jpg,-0.476,0
cloudy_04599.jpg,-0.4047,0
cloudy_04629.jpg,-0.3738,0
cloudy_04653.jpg,-0.2894,0
cloudy_04666.jpg,-0.2992,0
cloudy_04673.jpg,-0.4669,0
cloudy_04684.jpg,-0.3713,0
cloudy_04697.jpg,-0.344,0
cloudy_04707.jpg,-0.3912,0
cloudy_04714.jpg,-0.608,0
cloudy_04730.jpg,-0.6763,0
cloudy_04738.jpg,-0.4533,0
cloudy_04746.jpg,-0.3956,0
cloudy_04748.jpg,-0.3521,0
cloudy_04749.jpg,-0.4012,0
cloudy_04751.jpg,-0.3958,0
cloudy_04790.jpg,-0.476,0
cloudy_04795.jpg,-0.2529,0
cloudy_04805.jpg,-0.2911,0
cloudy_04825.jpg,-0.3622,0
cloudy_04847.jpg,-0.344,0
cloudy_04850.jpg,-0.3375,0
cloudy_04899.jpg,-0.3941,0
cloudy_04980.jpg,-0.3602,0
cloudy_04987.jpg,-0.3512,0
cloudy_04995.jpg,-0.5033,0
cloudy_04996.jpg,-0.4493,0
cloudy_04998.jpg,-0.4202,0
cloudy_05004.jpg,-0.4484,0
cloudy_05006.jpg,-0.3759,0
cloudy_05036.jpg,-0.3668,0
cloudy_05038.jpg,-0.3065,0
cloudy_05048.jpg,-0.4351,0
cloudy_05050.jpg,-0.4184,0
cloudy_05051.jpg,-0.3762,0
cloudy_05057.jpg,-0.4256,0
cloudy_05060.jpg,-0.3622,0
cloudy_05063.jpg,-0.3304,0
cloudy_05074.jpg,-0.3312,0
cloudy_05084.jpg,0.0209,0
cloudy_05085.jpg,-0.3074,0
cloudy_05090.jpg,-0.2984,0
cloudy_05111.jpg,-0.3821,0
cloudy_05113.jpg,-0.4011,0
cloudy_05160.jpg,-0.3804,0
cloudy_05174.jpg,-0.4442,0
cloudy_05267.jpg,-0.5033,0
cloudy_05284.jpg,-0.4047,0
cloudy_05286.jpg,-0.3765,0
cloudy_05289.jpg,-0.3622,0
cloudy_05291.jpg,-0.3893,0
cloudy_05296.jpg,-0.3304,0
cloudy_05299.jpg,-0.3829,0
cloudy_05320.jpg,-0.4715,0
cloudy_05324.jpg,-0.3629,0
cloudy_05329.jpg,-0.2439,0
cloudy_05382.jpg,-0.3668,0
cloudy_05395.jpg,-0.3486,0
cloudy_05405.jpg,-0.3395,0
cloudy_05413.jpg,-0.3029,0
cloudy_05445.jpg,-0.3529,0
cloudy_05460.jpg,-0.4624,0
cloudy_05461.jpg,-0.3167,0
cloudy_05474.jpg,-0.3729,0
cloudy_05478.jpg,-0.4138,0
cloudy_05481.jpg,-0.3656,0
cloudy_05484.jpg,-0.4578,0
cloudy_05488.jpg,-0.3167,0
cloudy_05524.jpg,0.4343,0
cloudy_05565.jpg,-0.344,0
cloudy_05576.jpg,-0.4156,0
cloudy_05580.jpg,-0.3122,0
cloudy_05620.jpg,-0.4047,0
cloudy_05622.jpg,-0.4438,0
cloudy_05651.jpg,-0.4356,0
cloudy_05652.jpg,-0.3665,0
cloudy_05660.jpg,0.4206,0
cloudy_05669.jpg,-0.3456,0
cloudy_05670.jpg,-0.9084,0
cloudy_05676.jpg,-0.3395,0
cloudy_05680.jpg,-0.4193,0
cloudy_05697.jpg,-0.4032,0
cloudy_05732.jpg,-0.4214,0
cloudy_05747.jpg,-0.3031,0
cloudy_05755.jpg,-0.3529,0
cloudy_05759.jpg,-0.3629,0
cloudy_05790.jpg,-0.3122,0
cloudy_05805.jpg,-0.3031,0
cloudy_05806.jpg,-0.3565,0
cloudy_05807.jpg,-0.3865,0
